icao,callsign,lat,lon,alt,gs,trk,vr
A00405,FAKE,41.2692799572643,-80.37086058127761,26888,516.9853846057769,177.80451148356383,-2493
A00830,FAKE,39.426637511288796,-81.68954647563069,32774,399.00974201619755,128.30537684878752,1832
A00780,FAKE,39.964358660645246,-79.30947583698236,29921,541.8324390004157,148.4769366268519,266
A01112,FAKE,39.66735783709895,-81.04699465269631,20796,200.15575799818404,244.67899150534413,-2731
A00393,FAKE,40.94972575278572,-79.28704757399333,37687,599.0700616059128,231.96523952333123,1547
A00629,FAKE,40.11467903260118,-80.41627562790713,38247,510.7091788494632,101.0986833110946,2330
A00794,FAKE,39.88118727297124,-81.07526459901939,35246,468.3177252593846,206.55435522780687,527
A01015,FAKE,40.46727768760358,-79.71932858078733,23812,249.59622098671093,111.02606443302533,-141
A00603,FAKE,40.973742791467096,-80.55762468506073,20581,268.80502892728634,132.59489010269016,2099
A00584,FAKE,41.23504102887659,-79.4636387085845,32479,205.61120158248826,36.8820392399751,1633
A00340,FAKE,40.29246354020895,-80.25066690562414,33475,454.1701381500301,65.21164563858727,1477
A00166,FAKE,40.55443160169945,-78.84666897766915,29278,250.68545377220244,353.96217542694484,-1224
A00284,FAKE,40.93499461522428,-79.36344685341834,29986,310.134569076499,111.04385125362795,-2255
A00061,FAKE,40.341106932888806,-79.76302880068157,27940,143.7748163902761,6.575139209204557,1451
A00059,FAKE,41.90455272064993,-79.1791447251247,25841,151.2022430693247,253.36232557767218,-1689
A00855,FAKE,39.819222787859765,-79.49977044593861,36333,425.8276718075999,109.37550614361228,-1418
A01086,FAKE,40.56856384841377,-80.43843832169173,36321,360.15566822007634,235.59026422459849,1833
A00877,FAKE,39.44489817035735,-80.67404860743846,21761,498.97720370524354,255.81454411330506,2205
A01107,FAKE,39.991905815958226,-80.51137527116475,40677,555.3583158527097,103.65058283410141,1448
A00601,FAKE,39.815488958607446,-79.08164892162003,31822,434.73408872803026,83.52226949266735,144
A00223,FAKE,41.61946301526437,-79.98049011167227,36554,300.01665707488775,144.2540308039749,-232
A00239,FAKE,41.362915305424224,-80.8384905514028,39881,356.67392422743865,61.916557703168976,-2127
A00714,FAKE,39.64776190093565,-78.63387815842246,32032,448.34573879082643,312.42910657868794,1527
A00035,FAKE,41.57023070063681,-79.40778701535646,33095,491.1746364761707,177.26940457250583,-471
A00638,FAKE,40.37954906347249,-79.72796546320693,20679,299.3575524581099,233.71349542173425,2711
A01181,FAKE,40.080877005923426,-80.94557372635957,31317,271.84144617930497,341.3116964300677,-876
A00237,FAKE,41.43154424778896,-79.29607420522873,32716,108.97812059634046,199.52781397933202,1809
A00368,FAKE,41.08450284830986,-80.16078598268194,28267,158.2697242720782,201.72390463018942,2749
A00060,FAKE,41.60653778069545,-81.05905210532922,32954,416.1976470362677,330.0984140673255,1400
A00322,FAKE,40.99697875162639,-78.41359236479671,25940,417.88544467686694,216.35412117125162,2055
A01099,FAKE,39.50263167829735,-81.28681804414941,33447,381.93151702548613,283.13374988353,-1729
A00454,FAKE,40.48758980578136,-78.66155203476652,37184,358.5245459148439,307.82198316164477,2035
A00397,FAKE,40.908111324145516,-80.0611166734413,25636,432.7273977074049,27.506556938178797,-1135
A01128,FAKE,39.73723830977592,-78.3264347154723,22974,393.8726870779112,110.19577998966723,46
A01087,FAKE,39.37717985913222,-80.494619348864,22310,284.72429046910577,206.81087052834602,-911
A00691,FAKE,40.872136474959426,-79.74778292658758,32748,167.75954616614183,281.49507613701036,-2344
A00742,FAKE,40.66400421884574,-80.75403415819014,23120,485.28068666160215,135.83610672184142,1394
A00217,FAKE,41.35759944910559,-79.31651863474848,21457,574.0399481866023,134.49690869029098,1691
A00385,FAKE,40.80630697268843,-80.19089621446794,22575,341.76138565429056,85.94958367776893,-1266
A00058,FAKE,41.67768731744273,-80.45482239178938,34520,375.4499903907232,252.9720816963866,-2267
A00412,FAKE,40.559859441640754,-79.17413229814083,29076,304.56351451090234,47.245117682078195,-190
A00748,FAKE,39.98358950406407,-80.68819033457197,23368,364.6634062336784,213.21398962479006,376
A01140,FAKE,38.82838880032928,-81.47374175872336,33212,255.16744454103383,104.79828323176604,1034
A01045,FAKE,39.114230417716065,-78.99751497549752,31647,201.65477658802206,40.17006478366876,1425
A00532,FAKE,40.61117681950674,-80.75119288902425,31385,353.9118904604354,227.52924704893778,-1029
A00547,FAKE,41.2554209184593,-80.84583807799302,26631,567.876144321719,120.20042457029905,2071
A00048,FAKE,40.346170035548184,-79.03550510321378,23434,163.23743806935016,245.75880272661288,-1449
A01186,FAKE,39.703074735076044,-80.52089168309664,21622,593.7610713820437,51.0531149977456,2311
A01143,FAKE,39.12181223018002,-80.98319221307287,27167,342.81123306081975,133.31576092817102,1092
A00396,FAKE,39.885837475024324,-80.33955607763411,34684,227.24586263125582,343.5735367899398,-325
A00405,FAKE,39.820646809226446,-80.78489039149788,36315,239.78688889201013,227.33520903791944,2384
A00830,FAKE,39.503552734896196,-81.5845281701825,33218,410.97772141327226,44.88144786842229,2123
A00780,FAKE,40.08738146977053,-79.19777713785179,35506,386.19428503673026,17.783164238337278,860
A01112,FAKE,40.21574909926187,-79.5640436836097,20938,488.60983153286617,253.50535795280737,-2469
A00393,FAKE,39.93355599873348,-79.63965036143168,28175,502.1400026245198,160.65265394474108,1216
A00629,FAKE,40.65401985776374,-78.71085216061918,26350,217.5210582437296,198.93984727462046,-1104
A00794,FAKE,40.16474196626187,-79.89195714991594,31707,259.0924814551307,223.19872235832452,-411
A01015,FAKE,39.613921538025636,-81.17570046540351,34022,239.9936434541796,346.2727629770952,-2701
A00603,FAKE,40.91455826441021,-79.4186895585778,31630,299.4811115836277,263.34952490463814,-1489
A00584,FAKE,40.711154595487834,-78.79314159081751,37790,480.3940185106029,215.69948008151937,-1918
A00340,FAKE,40.61286934241452,-79.47939547548376,39840,250.67527925454337,89.41640760680657,-1424
A00166,FAKE,41.276532197856355,-80.699229758588,23893,408.1451643678778,167.7151804478535,1713
A00284,FAKE,40.39833402200704,-80.51604246098913,34278,427.3033691042599,246.44902682309788,663
A00061,FAKE,40.917929904533075,-79.33072817638137,36480,182.198594156823,30.12781778517307,-679
A00059,FAKE,41.58644635648375,-80.4379616934238,26828,338.66333751553094,212.27026137509878,1844
A00855,FAKE,40.3023849309068,-78.90667310103358,22139,493.68095680681853,235.31523010770033,1124
A01086,FAKE,39.26376551079069,-78.23928145206678,22785,142.89179769188556,36.11544090813363,2210
A00877,FAKE,39.249163948216854,-79.30181561152952,20940,574.6636900962592,345.9065929722035,-1084
A01107,FAKE,39.51521191903932,-80.94807391614368,28848,396.09337708817066,229.42769930632602,-1634
A00601,FAKE,41.07400281937257,-79.48934946568437,36749,174.30351331945468,148.0873492234638,-2075
A00223,FAKE,40.37388212221479,-80.8662010721195,29762,105.52851610134364,138.3134605614202,2514
A00239,FAKE,40.222761067870536,-79.54796125470058,36029,117.77638679438832,255.48323135998402,2438
A00714,FAKE,40.58136230076784,-79.20920103083995,31743,426.89053350881517,3.006772913599122,1478
A00035,FAKE,41.526770689562646,-80.58910376212945,36302,520.7880525667757,23.346288157994103,1152
A00638,FAKE,41.1446168336621,-78.54309546349779,26166,501.86509915670393,200.73130421261106,2756
A01181,FAKE,39.00211978800311,-80.32337056686956,35493,538.3621041178847,223.8147904248447,2500
A00237,FAKE,41.433354202540734,-79.40884706662027,23631,523.6645974460939,39.201767228614415,1455
A00368,FAKE,41.23914376047063,-79.18583504802574,38269,391.2957014544768,262.3980996741929,380
A00060,FAKE,40.16581344875569,-79.69345940338734,21219,507.32458664224873,179.51783057682044,1669
A00322,FAKE,41.1488658443489,-79.20633157141968,38744,325.4893582190308,25.962272354512013,1594
A01099,FAKE,39.43478907940301,-81.62611920202247,34494,169.06176041529227,353.6983578503383,357
A00454,FAKE,40.15886237751744,-80.28254553578073,25914,241.894425083376,43.5037313936913,2649
A00397,FAKE,39.76597228624912,-80.04922403560245,27529,516.4051172551985,257.5857463855247,-1972
A01128,FAKE,39.718270731639684,-80.09378391587393,37542,366.86644611706504,130.28678924515677,-2477
A01087,FAKE,38.932440734289905,-79.04148945684389,40106,546.6248780550313,306.07412575228165,-2830
A00691,FAKE,40.43664314937444,-80.24842680811228,39161,256.76581528403193,348.21112770235857,2099
A00742,FAKE,39.582400434350916,-80.45454612373568,36926,169.7508954115654,188.34600525571207,2085
A00217,FAKE,40.79774739292348,-79.62259017208275,23749,134.36472377372613,110.47150822770895,360
A00385,FAKE,39.866052926861094,-80.41968793931265,29143,139.89624467485132,130.26308465895406,-2549
A00058,FAKE,41.59952798657212,-79.3678395880645,30291,284.09294647199016,98.19558121681786,1037
A00412,FAKE,40.20904312640031,-80.85376426595721,28964,320.09638488571034,306.50934917934137,-131
A00748,FAKE,40.39179776093814,-80.01556105987541,20995,258.5839608391714,139.56099508795864,-580
A01140,FAKE,40.11420140131093,-79.76633813934932,36015,169.22747704860527,293.2005443370012,1674
A01045,FAKE,38.98577591592439,-78.57654609953526,40088,534.7582039909074,174.38255866128978,-1962
A00532,FAKE,40.56167788837174,-79.46840191852297,28753,380.75890819726266,21.199852059399404,-2113
A00547,FAKE,40.531641260425076,-80.95169567334915,27668,578.60681795406,98.91628465959667,-2307
A00048,FAKE,40.60047071971654,-78.86273412801724,23483,471.9591128395699,351.91977325667665,1051
A01186,FAKE,40.399131589621035,-80.43834212182942,35174,591.6830133435693,86.0354902153194,-1016
A01143,FAKE,39.01339313655647,-81.28977710175302,24404,147.2826410562156,311.3672270276191,444
A00396,FAKE,41.06593107756827,-80.19266108910905,29225,416.60309306310245,25.205555603414776,-2184
A00405,FAKE,41.20821882724337,-80.03297441216898,35635,283.92571176354545,134.35954090534656,-2449
A00830,FAKE,39.05436596237998,-81.61118426870563,24061,226.5822536250427,161.0493690604377,-1873
A00780,FAKE,40.758286638527196,-80.51485797061805,20113,387.97046127022674,291.57191822983157,-775
A01112,FAKE,38.86479816697882,-79.80891392933859,24854,252.7909324993027,103.12462058393163,1987
A00393,FAKE,41.28508333284161,-79.82261342747773,30149,104.32875181457337,348.31464090444865,2175
A00629,FAKE,40.56841244258497,-78.66429338375542,31236,568.4960200394718,134.6634234064605,-523
A00794,FAKE,39.88366169327319,-81.88883110139952,30870,229.33617325069264,336.0914066855718,2599
A01015,FAKE,40.105371279636984,-80.95518990364118,27738,136.65074613614456,71.46866028166504,-2306
A00603,FAKE,40.01405540761139,-79.27508332741553,36957,193.3076935509941,85.36078681238726,1355
A00584,FAKE,39.85692381862954,-78.89816974830836,31708,190.36071643902,181.10918738033328,2586
A00340,FAKE,39.84423927784509,-80.21477178915437,36348,308.14528431032613,333.3291541792233,410
A00166,FAKE,41.29198307562712,-79.04327113372062,39435,115.73229528387449,175.92359665709503,-1453
A00284,FAKE,40.59451527544344,-79.75021591262558,34844,145.9557218046309,128.01225507299307,2589
A00061,FAKE,41.24885260299203,-79.62880886468166,40659,343.84584201687716,139.41695992172163,2022
A00059,FAKE,40.9361864832119,-79.83205147487199,21666,477.74018991219106,275.93731111414263,2291
A00855,FAKE,39.353742281514684,-78.30316662460422,22809,488.58674773466464,11.835939604850722,211
A01086,FAKE,39.784656717002605,-80.12056409268494,22234,221.87931107373046,282.86353189004257,-1077
A00877,FAKE,39.79420294061142,-80.63765684084362,30694,382.1244942783422,82.53865536601694,439
A01107,FAKE,39.493530434965834,-79.89584709629064,29927,477.22461861589716,32.326112105906866,210
A00601,FAKE,40.494955511587875,-79.40724885667177,40432,220.56842544011488,168.79036878220563,-451
A00223,FAKE,41.17724451030241,-80.16274563598863,33047,219.8665951823674,231.87079530462526,718
A00239,FAKE,41.693584402957775,-79.24777884034044,20744,395.2009154260868,266.67877978355426,743
A00714,FAKE,40.00130250326653,-80.4626342928098,26085,144.7690500693501,1.1109749205632278,-2184
A00035,FAKE,41.52372488423906,-80.1508830107881,22519,554.6216396792879,18.35762573615216,-2141
A00638,FAKE,40.01898058380569,-80.40754754677235,33240,533.971948752797,183.3672508826341,-835
A01181,FAKE,39.51326937401274,-80.78216862214074,21594,311.24682826417654,10.808809476908218,-342
A00237,FAKE,41.041518339275,-80.19071390616372,32943,547.5171740872165,351.1184155300278,-2339
A00368,FAKE,39.910639992370754,-80.73014409850572,27088,348.9960446187748,329.443409531249,-623
A00060,FAKE,41.93589087853761,-80.68268085629123,32071,475.1844733034588,340.02611699397,-2689
A00322,FAKE,39.957245915602186,-80.52429509690616,30774,180.09323724451218,343.8463040924146,-696
A01099,FAKE,38.88375514425092,-81.61316179797701,21324,570.6114661614424,165.56703551247648,-398
A00454,FAKE,40.040646573733,-78.77600034461734,29385,387.6230044774603,73.26940845239041,-2341
A00397,FAKE,40.965251283168,-79.43133174622484,39792,419.55095952685394,168.41699131819237,-453
A01128,FAKE,39.864767178290066,-78.5732675340657,38484,360.36266315899275,26.457856377377404,-2808
A01087,FAKE,40.45437735843067,-80.34848689945827,40983,474.79212553210033,347.1435510916491,1374
A00691,FAKE,39.5064221075968,-78.89936379447254,37576,317.05661023692494,285.2601750873079,-491
A00742,FAKE,39.98973406169801,-79.45506869994747,21403,350.91482771496646,232.8702192925865,2391
A00217,FAKE,41.26302191064715,-79.28764548986618,36587,499.87671297080357,168.92075346590693,913
A00385,FAKE,40.70392700245175,-78.8250409875776,31093,432.74050222607514,287.72627233990215,1015
A00058,FAKE,41.1598841949647,-80.84546945732343,26859,199.25759268691075,356.2789726449691,902
A00412,FAKE,41.11814895849834,-79.45430656007517,39335,521.4792224606565,165.9170940884823,-1520
A00748,FAKE,39.3098523084564,-80.10880730602041,38322,293.57345206422076,62.62799711937256,2649
A01140,FAKE,39.79840579286034,-80.97208097702858,37946,489.8409163964982,323.0775949115519,478
A01045,FAKE,40.36900450729893,-80.2945103406845,27898,359.6416462726882,350.3039022878536,2899
A00532,FAKE,40.78211887080721,-80.41451901389543,22112,399.4817183441594,193.33660865095632,-658
A00547,FAKE,41.25875661293448,-81.09179011299736,25225,570.167892890907,110.09522581332162,608
A00048,FAKE,41.376849019485284,-79.53432359773576,22748,409.52217733195437,224.89962336261735,-2586
A01186,FAKE,39.53590589371863,-79.61666151216197,26286,343.02668449315877,331.84058266956094,-211
A01143,FAKE,39.45444150542876,-81.1223761111991,40164,208.531682055847,355.6685285663555,294
A00396,FAKE,40.73184166515174,-78.61055720039028,33509,568.9789304008004,163.5387643505589,-2358
A00405,FAKE,40.80755180002368,-80.6789645093925,25023,405.79408368741827,144.74082346440704,-1466
A00830,FAKE,39.965148916597244,-80.86845208315829,34166,539.1493393007293,233.60879155158167,-2797
A00780,FAKE,40.76548922155913,-79.36454270456947,35748,485.1812855355466,194.69357846744055,819
A01112,FAKE,39.94270283309226,-80.8924940611036,36479,108.00573092802847,125.50249847701551,1279
A00393,FAKE,41.269932103856604,-79.9504601253744,34925,104.845343407618,245.32633849837782,-338
A00629,FAKE,40.3441723116915,-79.83017461909975,31944,392.87984626286874,229.41307845974345,2511
A00794,FAKE,39.626958645417,-80.0234149322112,21998,373.4939303293651,62.44750279183277,-2608
A01015,FAKE,38.90079190548702,-81.0097880214089,40628,342.83696565441517,295.5086150379766,310
A00603,FAKE,39.870620781263085,-78.90141561247108,21135,339.9271781023208,94.8954457493171,-2228
A00584,FAKE,39.59231002702162,-79.68994035569949,31212,554.9729949594448,23.968013584601508,2194
A00340,FAKE,40.16400780724051,-80.82102041187197,33742,484.6451700653776,107.48547680507374,1979
A00166,FAKE,41.0744164908839,-80.02628612219512,39976,547.8698270522359,104.73100606202959,2847
A00284,FAKE,40.45771614341329,-79.27686151591497,26628,350.34939291066553,88.27030074028481,-2340
A00061,FAKE,41.62623815328783,-79.81157999164296,27439,116.67714512423251,193.5568400986916,2068
A00059,FAKE,41.44804310702919,-80.38345564050756,39648,261.15648120253246,170.42077112773248,-217
A00855,FAKE,39.19637173851572,-79.29336306452089,32122,526.4295035476434,49.163221249341944,-477
A01086,FAKE,39.595143741941094,-80.55725696588918,30938,329.2038429750943,163.04477413320035,415
A00877,FAKE,40.39424725026918,-81.00084646287722,33322,438.0988109274513,96.77894585168973,2917
A01107,FAKE,39.86437649446722,-79.78065659061609,22885,485.3251989352539,356.90382328661036,2623
A00601,FAKE,39.45646777636025,-79.81842719178039,39904,277.1230873899025,27.941319573751933,886
A00223,FAKE,41.49698994317476,-78.66078608068047,40435,574.3789980359845,176.36170327869087,5
A00239,FAKE,40.024468315734474,-79.66758246131964,24801,573.9784727733147,238.07564632903294,-217
A00714,FAKE,40.46754377637583,-78.80074432269615,33753,534.5077915124378,154.28633102086067,-1366
A00035,FAKE,40.73196336028567,-80.72533457759022,26275,146.23717260807425,196.67569600224112,2526
A00638,FAKE,40.12783698137839,-78.439892860802,38198,180.75623073598604,68.44726768273746,-1733
A01181,FAKE,39.22707044203251,-80.38624529671925,34066,467.46089395197527,310.465673530326,1744
A00237,FAKE,40.41445692083899,-79.375866769999,35221,340.1208523671878,197.2123969246606,1830
A00368,FAKE,39.78902669288575,-80.57781051132135,38506,506.784229494087,307.4179728131113,-1144
A00060,FAKE,40.18374727520915,-80.83283541229568,23941,122.34338260953267,75.55631394424911,2646
A00322,FAKE,40.01831726734693,-78.92563474945331,25748,309.2576587465164,275.6671779205906,863
A01099,FAKE,40.59941849789015,-80.56566773942966,37734,392.73012113112543,168.89835844675648,9
A00454,FAKE,41.23056487674719,-80.0198537154403,21325,130.78766423304162,351.3938408216918,-1571
A00397,FAKE,41.46875251867004,-79.55278434493452,32830,487.5786255298142,204.6361566940218,2418
A01128,FAKE,39.3955968090695,-79.11559706315853,25001,437.38323531515886,214.6060702173573,-373
A01087,FAKE,40.12844204284799,-79.06292733069624,33014,309.5997882008336,268.18883784246907,-2837
A00691,FAKE,40.086684695453094,-80.45571125876344,37231,593.3546782985414,2.9737566743218062,-1868
A00742,FAKE,39.99236537613033,-80.13343499493453,25722,301.5509437232189,221.4461068538883,7
A00217,FAKE,41.63586313938118,-81.00179409881014,35718,441.20681078670583,153.02073196000538,116
A00385,FAKE,41.43206259368088,-80.49611416318344,24351,362.6249015753077,61.05553470010372,-2894
A00058,FAKE,40.85225594763561,-79.28273966423826,24762,190.68941721155466,20.961706682474542,1714
A00412,FAKE,40.50933134996983,-78.75935073104222,31023,434.0885207623773,305.85802790064963,-1972
A00748,FAKE,40.821010554034444,-80.75411130793846,25792,213.28790091945856,260.7569388390178,2217
A01140,FAKE,39.67330909123482,-79.52731350927426,30154,264.9898900120997,321.9567353708583,443
A01045,FAKE,39.7414961623391,-79.5868837580288,27056,231.48332156251897,232.60375241798866,-435
A00532,FAKE,41.225042007183774,-80.93981511066363,26119,357.66783705979947,84.38302507705241,-1619
A00547,FAKE,40.419548051941774,-80.82564605656324,28301,206.57851218282826,247.7359900361992,-1203
A00048,FAKE,40.48107547904104,-78.96570830880226,21297,208.36078519151738,121.61709387316652,-855
A01186,FAKE,39.218727077748895,-79.20468463267432,34319,206.8394906505159,319.80011988108174,-1863
A01143,FAKE,40.55326580388002,-79.70759315207383,26380,585.8890247544832,147.8926396504323,-2255
A00396,FAKE,40.404689055797576,-79.90666837596994,24193,371.61512187024505,124.28181680807346,-445
A00405,FAKE,40.15177249457922,-79.94323666653469,22791,436.8023513905085,156.12489364975113,2072
A00830,FAKE,39.24903890516513,-81.10401820299025,36564,364.21142806285735,2.126992576702171,1672
A00780,FAKE,39.11122993989989,-79.68995073517145,32398,218.49482243072816,148.72895558931248,-5
A01112,FAKE,40.06041482619336,-80.04777637711422,20009,430.26580887309433,308.3437965982717,-478
A00393,FAKE,40.87899766250826,-80.53130735901698,33463,388.20568783916224,55.29116450936734,-2752
A00629,FAKE,39.716680165115214,-80.22597011909824,24382,505.9403089244217,318.56269129930394,2820
A00794,FAKE,40.65874600227819,-81.39319483830505,36876,197.19837029778722,276.6949314900964,-1727
A01015,FAKE,40.518137635873515,-81.78665877729175,35001,285.7518849617885,192.37074588420435,1929
A00603,FAKE,40.391495063262376,-80.13800753868577,20209,222.7933247935428,8.078103564371853,288
A00584,FAKE,40.37621459345483,-80.7391665467795,38228,438.2958060868945,314.00252418908354,1079
A00340,FAKE,40.63645115843011,-79.54723961983623,21745,580.6279726859448,246.89074123550228,-1158
A00166,FAKE,40.40667382749322,-80.61626120503973,25131,595.0439672699971,67.12671084296305,-2987
A00284,FAKE,40.4272491430298,-80.07657568892385,23031,283.7258103651682,92.18701065165067,-1921
A00061,FAKE,40.921319151909096,-80.18336025228757,40817,109.50472531867169,167.85092568689126,1390
A00059,FAKE,40.69068051597844,-80.0451758168562,37379,461.7295566003932,228.7412156043753,2198
A00855,FAKE,40.05083211581345,-80.33778027676078,23069,453.0557103238601,346.44129914226727,2641
A01086,FAKE,39.06478690853333,-79.0056513610212,24966,366.4152852526646,200.6350380258162,-45
A00877,FAKE,40.54732367893449,-80.36086907387427,32626,522.878224669798,182.4650854258264,952
A01107,FAKE,39.7619909146831,-81.07165014331882,34540,547.8769205543961,272.2738545772164,131
A00601,FAKE,40.98648964146614,-78.9968127816013,35606,211.44810530157284,89.01583240478202,1695
A00223,FAKE,40.91948083395666,-79.54562610880801,20323,595.69982749618,26.939499623483314,-2603
A00239,FAKE,40.98519941215767,-80.11100355169302,27930,351.1065911286799,313.20941969470186,-1677
A00714,FAKE,40.74700353155723,-79.31736123769782,35507,421.40508338328794,120.33383974657197,627
A00035,FAKE,41.59713402256183,-79.12211762407838,38962,117.36510325011852,291.93160847251306,86
A00638,FAKE,40.72248061915945,-80.18497376669718,39328,501.5244497326144,167.68030989807838,1383
A01181,FAKE,39.00919179831405,-79.74572867726567,32343,193.28637073125913,42.41018524429881,-1923
A00237,FAKE,40.77474355597227,-79.64094887037973,24037,579.5455476888645,187.88079666396376,1790
A00368,FAKE,41.32553825223138,-79.34739478701586,20305,538.7972427005616,229.45980112725903,2190
A00060,FAKE,41.8216419103062,-79.16500894371785,34500,535.6117913313562,1.448417925918067,-1159
A00322,FAKE,40.18039370324917,-80.56011568252325,28686,518.228801351459,32.60538332646114,454
A01099,FAKE,39.450107958008495,-80.05189161642987,31191,597.133760555458,296.6602590263115,1794
A00454,FAKE,41.236488000007654,-78.23626400557137,26825,506.05226519020255,212.818797990494,548
A00397,FAKE,40.01445519789979,-78.91362424772952,39226,207.03583429045915,30.906080351037478,2812
A01128,FAKE,40.42137656492077,-80.32239308534612,36981,238.55684846281602,347.9215383190027,1554
A01087,FAKE,40.51171405559169,-78.7463674916905,34265,596.8786164900378,179.92949446976613,-1995
A00691,FAKE,40.037535504917074,-80.70940643486118,27601,385.11379510805517,311.9108033761852,1677
A00742,FAKE,40.596430188597125,-80.35021815413857,27052,593.7449885009985,17.89848209556383,-63
A00217,FAKE,40.33532813577133,-80.25472965107284,36721,160.31874245726104,157.3677312077479,-2804
A00385,FAKE,41.06186417024371,-79.43977511431628,22191,102.79002383206223,158.60217503166018,1472
A00058,FAKE,40.680619815326,-80.59685427396818,30911,510.1076317761237,66.27822981702577,925
A00412,FAKE,40.0863018894086,-78.72673142552168,20869,219.54417343309296,163.98263599490502,-2662
A00748,FAKE,39.28071049328483,-79.4461923268477,24907,290.4713661683328,102.34733117087215,2837
A01140,FAKE,39.75726412496861,-81.25661747811634,33053,589.0942827903164,163.05427576546194,1801
A01045,FAKE,39.861386545457584,-78.65906720667594,30881,552.0897932337538,180.6983397630103,-2276
A00532,FAKE,40.42320761898519,-80.41568929270713,40014,236.59573831204358,167.46501911634041,-50
A00547,FAKE,39.80496567374082,-79.85418739600566,28354,419.8691908180562,158.0275781802127,-336
A00048,FAKE,41.19276734377617,-80.36087402350252,23079,157.99947532588772,216.2611681928469,-63
A01186,FAKE,39.52041974382601,-78.98999209773824,40503,399.03367011861764,211.77564625911666,-2897
A01143,FAKE,40.54799742018304,-79.67250697752654,26580,118.79810142440746,264.1499836604022,184
A00396,FAKE,40.945964894402245,-78.63192459285051,33432,176.3468888827323,342.39490150688925,2584
A00405,FAKE,41.28355299475731,-78.75187204561084,23632,191.14844947448498,357.9487229896058,-679
A00830,FAKE,39.95375721464338,-80.77850486620706,36111,113.86469933470113,353.4581213618402,-778
A00780,FAKE,39.38751669023217,-80.23965085941973,24529,189.0458028891287,307.6247978815776,1328
A01112,FAKE,40.26085462181032,-81.09209153551708,25547,572.7924099139007,83.25655364589495,-1807
A00393,FAKE,40.80079077162862,-79.98230319923822,23499,229.27803301661567,69.10076546070346,2422
A00629,FAKE,41.09631867052843,-79.34255716402468,25550,141.11822145299038,113.69146154572799,-2932
A00794,FAKE,39.423231646931384,-80.80758551966319,29292,550.7902979035907,208.65370123021657,-1005
A01015,FAKE,40.32680450426884,-81.3647761816636,39099,104.98301745873326,51.27060066697,1418
A00603,FAKE,40.01787985929277,-79.76961424916638,37099,323.12726243295424,78.02959567263113,-1913
A00584,FAKE,40.92924203340286,-78.65870536529685,37645,468.3859479024526,220.30636939350114,2308
A00340,FAKE,40.82287869629435,-80.31255473127483,23161,518.0575105814166,199.7479814483137,1180
A00166,FAKE,41.16930755287719,-79.1446209343804,25168,394.0413782758327,175.78552593776422,1444
A00284,FAKE,40.48715960796963,-80.52563189724061,37706,469.2160911791265,319.99326346878803,894
A00061,FAKE,40.38021461358143,-79.1507074433369,31824,440.2133658410526,6.635887970631971,-855
A00059,FAKE,40.97758640975574,-80.47966059022819,29687,108.64483070827526,334.4379748643695,461
A00855,FAKE,39.469664235666585,-79.70054826255344,26229,374.3214474123125,154.0107270298059,2520
A01086,FAKE,39.91567734848524,-79.41827284611404,29610,594.6022664417235,121.07120619726426,-2149
A00877,FAKE,40.69433897799784,-79.32323336843919,20076,356.86259868751426,118.3509060235934,8
A01107,FAKE,39.616391814310454,-81.38152450664163,28525,368.82772829109945,15.6923986080497,685
A00601,FAKE,40.357413319645396,-80.54374470219057,22470,343.3568123629676,6.746421773549454,501
A00223,FAKE,41.182688550532575,-80.68095175507297,25364,572.9167147978362,312.6690420834837,2811
A00239,FAKE,41.719623082057296,-80.07199213191625,25622,534.249847367109,323.28116445867244,2861
A00714,FAKE,39.92013812351055,-80.50986589336988,34235,100.88841702852838,127.80124573991787,-2640
A00035,FAKE,40.890287481310146,-80.07219202061017,31578,185.49551514709998,226.0950980836737,1834
A00638,FAKE,40.593181449228595,-79.67087568006308,27587,471.59366662882536,75.584957737529,993
A01181,FAKE,39.22563794657985,-79.16552393023917,37499,545.3940906475392,151.68079233019273,-708
A00237,FAKE,40.16276939035136,-80.76616587389145,39745,122.13538817903986,92.85478591552847,221
A00368,FAKE,40.48904400398569,-79.85663463874802,20151,362.4161277388771,58.29125081744089,627
A00060,FAKE,41.18198116874757,-81.49169005360352,35903,420.84883835454946,295.6887704327844,-2863
A00322,FAKE,40.696996640598044,-79.43862269731927,21874,531.3145699802978,284.4605076631368,-531
A01099,FAKE,39.03533515779868,-79.94775723737227,22591,304.0247509965136,345.5397132860749,-759
A00454,FAKE,40.26179104529758,-78.50537851256858,30075,501.4349618113637,210.0242686171161,-355
A00397,FAKE,40.35600570777681,-80.76109302334154,40413,218.78227224341248,210.66374733134393,-2764
A01128,FAKE,39.94751428893441,-79.87709691827233,36398,340.47934428095243,343.1101508681852,1207
A01087,FAKE,39.3980805716345,-79.28338853077466,27571,361.89792556191867,104.36714315698728,2125
A00691,FAKE,39.784329485140084,-78.6610626774216,23717,166.6237169983131,264.7370960039163,-474
A00742,FAKE,39.560709099164,-80.96778360447914,30034,421.992553604843,203.67293923889162,-328
A00217,FAKE,40.82715125665609,-79.95634599416579,38034,416.99227644698595,265.94244023601846,284
A00385,FAKE,41.061753204556055,-80.81937459216653,32084,522.6898864947427,192.81691177991553,-1315
A00058,FAKE,40.49446096961818,-78.77119144314695,30984,260.1964177939982,341.07031871783823,-1268
A00412,FAKE,40.858737393439704,-79.22020899906653,22403,308.6929073096312,189.27510676566055,99
